origin,destination,early,morning,midday,afternoon,evening,night,total
Amersham,Bank / Monument,2,2,8,0,0,0,11
Amersham,Barbican,1,39,0,0,0,0,39
Amersham,Bayswater,10,2,0,0,0,0,12
Amersham,Blackfriars,16,60,0,0,0,0,75
Amersham,Bond Street,3,0,1,0,0,0,4
Amersham,Borough,1,5,0,0,0,0,7
Amersham,Canary Wharf,3,16,39,0,0,0,57
Amersham,Canning Town,0,6,0,0,0,0,6
Amersham,Chalfont & Latimer,0,5,12,0,0,0,17
Amersham,Chancery Lane,10,42,0,0,0,0,51
Amersham,Charing Cross,33,23,0,0,0,0,56
Amersham,Chesham,0,0,0,1,0,0,1
Amersham,Chiswick Park,0,26,0,0,0,0,26
Amersham,Chorleywood,0,0,17,0,5,1,23
Amersham,Covent Garden,0,0,0,0,0,0,0
Amersham,Edgware Road (Bak),0,0,0,0,0,0,0
Amersham,Elephant & Castle,0,0,0,0,0,0,1
Amersham,Embankment,12,25,0,0,0,0,37
Amersham,Euston Square,3,58,1,0,0,0,62
Amersham,Farringdon,4,48,0,0,0,0,52
Amersham,Finchley Road,27,41,0,0,0,0,68
Amersham,Finsbury Park,0,5,0,0,0,0,5
Amersham,Gloucester Road,0,0,0,0,0,0,0
Amersham,Golders Green,0,0,1,0,0,0,1
Amersham,Great Portland Street,5,18,0,0,0,0,23
Amersham,Green Park,6,8,2,0,0,0,16
Amersham,Hammersmith 2,28,26,0,0,0,0,55
Amersham,Harrow-on-the-Hill,9,9,22,7,5,0,52
Amersham,High Street Kensington,0,1,2,0,0,0,3
Amersham,Highbury & Islington,13,22,0,0,0,0,35
Amersham,Holborn,21,22,1,0,0,0,45
Amersham,Hyde Park Corner,3,1,0,0,0,0,4
Amersham,Ickenham,0,0,17,0,0,0,17
Amersham,Kentish Town,2,16,0,0,0,0,18
Amersham,Kilburn Park,0,0,0,0,0,0,0
Amersham,King's Cross St. Pancras,6,56,0,1,0,0,63
Amersham,Knightsbridge,31,15,0,0,0,0,47
Amersham,Lambeth North,24,16,0,0,0,0,40
Amersham,Lancaster Gate,0,2,0,0,0,0,2
Amersham,Leicester Square,0,0,0,0,0,0,0
Amersham,Leyton,0,0,0,0,0,0,0
Amersham,Liverpool Street,0,73,0,0,0,0,74
Amersham,London Bridge,3,9,13,0,0,0,25
Amersham,Mansion House,8,32,0,0,0,0,40
Amersham,Marble Arch,13,7,0,0,0,0,20
Amersham,Marylebone,27,35,13,0,0,0,75
Amersham,Moor Park,0,0,21,0,0,0,21
Amersham,Moorgate,1,61,0,0,0,0,61
Amersham,North Greenwich,0,0,0,0,14,0,14
Amersham,North Harrow,0,0,5,0,0,0,5
Amersham,Northwick Park,0,23,0,0,0,0,24
Amersham,Northwood Hills,0,0,0,0,7,0,7
Amersham,Notting Hill Gate,0,0,1,0,0,0,1
Amersham,Osterley,0,0,1,0,0,0,1
Amersham,Oval,0,13,0,0,0,0,14
Amersham,Oxford Circus,20,39,10,0,0,0,69
Amersham,Paddington,7,16,26,0,0,0,49
Amersham,Piccadilly Circus,9,44,44,1,0,0,98
Amersham,Pimlico,6,15,0,0,0,0,21
Amersham,Pinner,0,20,0,1,0,0,21
Amersham,Queen's Park,0,0,0,0,21,0,21
Amersham,Queensbury,0,0,0,0,0,0,0
Amersham,Rayners Lane,0,0,0,2,0,0,2
Amersham,Richmond,0,2,0,0,0,0,2
Amersham,Rickmansworth,0,37,1,1,0,0,39
Amersham,Ruislip Manor,0,0,0,1,0,0,1
Amersham,Russell Square,0,3,6,0,0,0,9
Amersham,Shepherd's Bush 1,0,0,2,0,0,0,2
Amersham,Sloane Square,1,27,2,0,0,0,30
Amersham,South Kensington,0,1,0,4,0,0,4
Amersham,South Wimbledon,0,0,6,0,0,0,6
Amersham,Southwark,0,0,3,3,0,0,6
Amersham,St. James's Park,8,20,0,0,0,0,28
Amersham,St. John's Wood,10,14,0,0,0,0,24
Amersham,St. Paul's,0,80,6,0,0,0,85
Amersham,Swiss Cottage,0,3,0,0,0,0,3
Amersham,Temple,0,15,14,0,0,0,29
Amersham,Tottenham Court Road,0,1,9,0,0,0,9
Amersham,Tower Hill,4,14,34,0,0,0,52
Amersham,Uxbridge,22,38,0,0,0,0,60
Amersham,Vauxhall,14,28,0,0,0,0,43
Amersham,Victoria,11,28,17,0,0,0,55
Amersham,Waterloo,14,37,8,0,0,0,59
Amersham,Watford,0,0,0,28,0,0,28
Amersham,Wembley Park,0,6,0,2,0,0,8
Amersham,West Brompton,0,1,0,0,0,0,1
Amersham,West Hampstead,0,0,0,1,0,0,1
Amersham,Westminster,2,7,0,0,0,0,9
Angel,Acton Town,0,0,5,11,0,0,16
Angel,Aldgate,1,26,26,24,0,0,77
Angel,Aldgate East,0,12,18,53,47,0,130
Angel,Alperton,0,0,0,35,0,0,35
Angel,Amersham,0,0,0,0,0,0,0
Angel,Archway,0,15,73,89,71,101,349
Angel,Arnos Grove,0,0,0,45,0,0,45
Angel,Arsenal,0,0,0,13,0,0,13
Angel,Baker Street,0,73,79,56,0,14,222
Angel,Balham,0,0,0,120,171,91,382
Angel,Bank / Monument,103,1206,522,162,76,23,2092
Angel,Barbican,0,0,14,0,0,0,14
Angel,Barking,0,6,0,14,42,48,110
Angel,Barons Court,2,17,0,25,20,12,76
Angel,Becontree,0,0,7,0,0,0,7
Angel,Belsize Park,0,13,47,96,45,25,226
Angel,Bethnal Green,0,0,39,35,32,28,134
Angel,Blackfriars,0,19,13,0,2,3,39
Angel,Blackhorse Road,0,0,0,6,111,116,233
Angel,Bond Street,0,11,42,33,8,0,94
Angel,Borough,0,64,80,58,34,0,237
Angel,Boston Manor,0,0,0,0,23,0,23
Angel,Bounds Green,0,0,32,2,0,0,34
Angel,Bow Road,0,0,0,35,0,0,35
Angel,Brent Cross,21,33,6,93,63,57,272
Angel,Brixton,0,16,86,132,107,71,413
Angel,Buckhurst Hill,0,1,0,0,0,0,1
Angel,Burnt Oak,0,0,109,49,3,0,161
Angel,Caledonian Road,1,7,13,0,0,0,21
Angel,Camden Town,0,94,190,123,103,51,561
Angel,Canada Water,0,0,160,190,181,45,576
Angel,Canary Wharf,11,101,54,0,0,0,166
Angel,Canning Town,0,0,10,78,2,137,227
Angel,Cannon Street,0,0,0,13,0,0,13
Angel,Chalk Farm,0,9,18,38,1,0,66
Angel,Charing Cross,0,22,41,0,0,0,63
Angel,Chiswick Park,0,1,0,13,0,0,14
Angel,Chorleywood,0,0,0,0,28,89,117
Angel,Clapham Common,2,20,18,57,68,8,173
Angel,Clapham North,0,1,53,78,0,19,150
Angel,Clapham South,0,5,1,32,14,25,77
Angel,Colindale,0,39,5,52,26,25,148
Angel,Colliers Wood,0,0,66,74,10,0,149
Angel,Covent Garden,0,26,105,76,0,0,208
Angel,Dagenham East,0,0,0,14,0,0,14
Angel,Dagenham Heathway,0,0,0,0,0,0,0
Angel,Debden,0,0,0,58,0,0,58
Angel,Dollis Hill,0,3,0,8,0,0,11
Angel,Ealing Broadway,0,2,2,146,0,0,149
Angel,Ealing Common,0,0,0,10,5,0,15
Angel,Earl's Court,0,17,30,38,26,23,133
Angel,East Acton,0,0,0,2,13,10,24
Angel,East Finchley,0,16,60,40,99,0,214
Angel,East Ham,0,0,41,0,38,5,84
Angel,East Putney,0,0,2,12,4,1,20
Angel,Eastcote,0,0,1,0,0,0,1
Angel,Edgware,0,1,48,11,49,0,109
Angel,Edgware Road (Bak),0,0,0,2,0,0,2
Angel,Edgware Road (Cir),2,23,28,14,0,0,66
Angel,Elephant & Castle,0,86,140,141,94,87,547
Angel,Elm Park,0,0,22,5,0,0,27
Angel,Embankment,1,17,17,19,0,0,55
Angel,Epping,0,0,0,16,0,0,16
Angel,Euston,0,107,215,301,133,60,816
Angel,Fairlop,0,0,0,15,0,0,15
Angel,Farringdon,0,0,9,0,0,0,9
Angel,Finchley Central,0,12,8,31,38,24,113
Angel,Finchley Road,0,3,11,14,14,8,50
Angel,Finsbury Park,0,0,28,25,13,0,66
Angel,Fulham Broadway,0,0,42,0,0,0,42
Angel,Gants Hill,2,7,19,85,0,0,114
Angel,Gloucester Road,0,11,23,19,16,9,78
Angel,Golders Green,0,34,40,90,35,20,220
Angel,Goldhawk Road,0,0,0,26,0,0,26
Angel,Goodge Street,1,33,44,26,6,0,110
Angel,Great Portland Street,0,25,36,21,12,0,93
Angel,Green Park,3,96,96,43,12,0,249
Angel,Greenford,0,0,0,35,0,0,35
Angel,Gunnersbury,0,0,8,0,0,0,8
Angel,Hainault,0,0,10,2,3,0,16
Angel,Hammersmith 1,3,45,34,46,25,22,175
Angel,Hampstead,2,25,106,20,20,3,175
Angel,Hanger Lane,0,0,0,0,0,0,0
Angel,Harrow & Wealdstone,0,0,0,8,0,0,8
Angel,Harrow-on-the-Hill,0,0,0,22,16,0,37
Angel,Hatton Cross,2,9,0,0,0,0,11
Angel,Heathrow Terminals 123,4,3,0,0,0,0,7
Angel,Hendon Central,2,56,53,109,120,60,399
Angel,High Barnet,5,23,111,58,0,0,197
Angel,High Street Kensington,0,27,21,0,0,0,48
Angel,Highbury & Islington,0,0,127,0,0,0,127
Angel,Highgate,0,8,1,178,81,39,308
Angel,Hillingdon,0,0,2,27,0,0,29
Angel,Holborn,0,27,79,0,0,0,105
Angel,Holland Park,0,0,8,0,0,0,8
Angel,Holloway Road,0,0,30,14,0,0,44
Angel,Hornchurch,0,0,0,3,0,0,3
Angel,Hounslow Central,0,0,0,68,0,17,85
Angel,Hounslow East,0,20,0,7,0,4,30
Angel,Hounslow West,0,0,33,34,0,0,67
Angel,Hyde Park Corner,3,33,0,0,0,0,36
Angel,Ickenham,0,0,7,0,0,0,7
Angel,Kennington,0,25,33,42,25,37,162
Angel,Kensal Green,0,0,0,4,4,0,7
Angel,Kensington (Olympia),0,0,0,0,43,0,43
Angel,Kentish Town,0,17,56,27,64,35,200
Angel,Kenton,0,0,0,61,0,0,61
Angel,Kew Gardens,0,0,0,45,49,26,120
Angel,Kilburn,0,0,0,0,1,5,6
Angel,Kilburn Park,0,0,2,0,0,0,2
Angel,King's Cross St. Pancras,0,29,182,155,187,129,680
Angel,Knightsbridge,0,7,77,46,21,0,151
Angel,Ladbroke Grove,0,13,20,9,0,1,43
Angel,Lambeth North,0,7,30,12,0,3,53
Angel,Latimer Road,3,11,0,14,0,0,28
Angel,Leicester Square,0,28,82,85,54,28,276
Angel,Leyton,0,0,7,14,58,0,79
Angel,Leytonstone,0,0,0,18,35,2,56
Angel,Liverpool Street,0,33,119,182,49,15,397
Angel,London Bridge,22,356,390,555,235,198,1756
Angel,Loughton,0,0,0,3,10,0,13
Angel,Maida Vale,0,0,8,0,0,0,8
Angel,Manor House,0,23,12,0,0,11,47
Angel,Mansion House,0,1,0,0,0,0,1
Angel,Marble Arch,2,17,36,0,0,0,55
Angel,Marylebone,0,7,21,268,0,0,295
Angel,Mile End,0,5,25,33,27,23,113
Angel,Mill Hill East,0,36,43,2,0,9,90
Angel,Moorgate,23,152,57,108,48,9,397
Angel,Morden,0,28,27,38,27,0,120
Angel,Mornington Crescent,0,10,10,0,0,0,20
Angel,Neasden,0,1,0,0,0,0,1
Angel,Newbury Park,0,0,0,0,0,0,0
Angel,North Acton,0,10,0,0,0,0,11
Angel,North Greenwich,0,0,52,105,47,0,204
Angel,North Wembley,0,0,0,4,0,0,4
Angel,Northfields,0,0,0,4,17,0,20
Angel,Northwick Park,0,0,11,0,0,0,11
Angel,Northwood,0,0,0,0,23,0,23
Angel,Notting Hill Gate,0,0,17,18,0,0,35
Angel,Oakwood,0,0,2,3,0,1,6
Angel,Old Street,0,34,215,214,170,54,686
Angel,Osterley,0,0,0,10,0,0,10
Angel,Oval,0,44,31,86,54,51,266
Angel,Oxford Circus,0,160,316,202,0,0,678
Angel,Paddington,0,66,95,358,24,59,603
Angel,Parsons Green,0,0,0,23,18,25,67
Angel,Perivale,0,12,0,13,0,0,25
Angel,Piccadilly Circus,0,55,84,69,40,22,270
Angel,Pimlico,0,7,61,24,22,0,114
Angel,Pinner,0,0,0,31,0,0,31
Angel,Plaistow,2,9,0,0,12,23,46
Angel,Preston Road,0,0,0,15,0,0,15
Angel,Putney Bridge,0,0,6,29,20,0,54
Angel,Queen's Park,0,0,3,2,1,0,5
Angel,Ravenscourt Park,0,6,0,2,3,0,11
Angel,Rayners Lane,0,0,0,0,7,0,7
Angel,Redbridge,0,0,72,15,0,0,88
Angel,Regent's Park,0,0,0,5,0,0,5
Angel,Richmond,45,34,15,38,0,0,132
Angel,Royal Oak,0,0,34,0,0,0,34
Angel,Ruislip,0,0,2,0,0,0,2
Angel,Ruislip Gardens,0,0,0,5,0,0,5
Angel,Ruislip Manor,0,0,8,0,0,0,8
Angel,Russell Square,0,0,36,17,10,6,69
Angel,Seven Sisters,0,0,134,189,40,0,363
Angel,Shepherd's Bush 1,0,13,8,45,18,0,86
Angel,Sloane Square,0,0,38,22,11,4,74
Angel,Snaresbrook,0,6,0,4,0,0,10
Angel,South Ealing,0,0,36,6,3,9,54
Angel,South Harrow,0,0,0,0,10,0,10
Angel,South Kensington,4,56,77,54,17,13,223
Angel,South Kenton,0,0,0,19,0,0,19
Angel,South Wimbledon,0,4,26,87,28,12,158
Angel,South Woodford,0,0,0,74,2,0,75
Angel,Southfields,0,0,0,5,0,0,5
Angel,Southgate,0,0,9,0,44,0,53
Angel,St. James's Park,1,15,16,0,0,0,32
Angel,St. Paul's,0,0,42,0,0,0,42
Angel,Stamford Brook,0,0,14,12,0,17,42
Angel,Stepney Green,0,0,5,0,0,0,5
Angel,Stockwell,0,0,25,53,35,38,151
Angel,Stratford,0,5,399,532,0,0,937
Angel,Sudbury Town,0,0,12,0,0,0,12
Angel,Swiss Cottage,0,0,0,16,0,0,16
Angel,Temple,0,0,12,0,0,0,12
Angel,Tooting Bec,0,6,6,35,19,3,70
Angel,Tooting Broadway,13,21,92,167,61,155,509
Angel,Tottenham Court Road,0,35,95,0,23,0,153
Angel,Tottenham Hale,0,0,35,1,0,0,36
Angel,Totteridge & Whetstone,0,0,1,0,0,0,1
Angel,Tower Hill,2,39,45,44,13,0,142
Angel,Tufnell Park,0,7,4,24,40,3,77
Angel,Turnham Green,0,2,6,6,18,0,32
Angel,Turnpike Lane,0,0,17,22,13,85,137
Angel,Upminster,0,0,0,1,0,0,1
Angel,Upney,0,0,0,144,0,0,144
Angel,Upton Park,0,0,0,3,7,21,31
Angel,Uxbridge,0,7,0,4,0,24,35
Angel,Vauxhall,13,56,22,102,52,47,293
Angel,Victoria,19,184,262,291,138,65,960
Angel,Walthamstow Central,0,32,57,161,53,0,303
Angel,Wanstead,0,0,0,21,39,75,135
Angel,Warren Street,0,0,32,0,8,0,40
Angel,Warwick Avenue,0,0,0,16,16,0,32
Angel,Waterloo,9,73,201,569,202,193,1248
Angel,Watford,2,4,0,0,0,0,6
Angel,Wembley Park,0,0,0,22,0,35,57
Angel,West Acton,0,0,0,17,0,0,17
Angel,West Finchley,0,0,15,77,0,0,92
Angel,West Ham,0,0,0,2,0,0,2
Angel,West Hampstead,0,0,0,8,29,20,58
Angel,West Harrow,0,0,3,5,0,0,7
Angel,West Kensington,0,6,0,0,0,0,6
Angel,Westbourne Park,0,26,0,19,7,8,60
Angel,Westminster,3,40,54,24,0,0,120
Angel,White City,0,8,0,0,0,0,8
Angel,Whitechapel,0,12,31,10,0,19,72
Angel,Willesden Green,30,2,0,47,16,0,95
Angel,Willesden Junction,0,0,0,3,21,0,24
Angel,Wimbledon,1,30,0,0,1,0,33
Angel,Wood Green,0,0,61,133,113,0,307
Angel,Wood Lane,0,0,0,0,54,29,83
Angel,Woodford,0,0,14,4,2,0,19
Angel,Woodside Park,0,0,18,26,0,0,44
Archway,Acton Town,0,12,0,0,0,0,12
Archway,Aldgate,0,108,0,0,0,0,108
Archway,Aldgate East,0,7,11,0,0,0,18
Archway,Angel,6,158,234,106,49,0,552
Archway,Arsenal,0,0,0,0,4,0,4
Archway,Baker Street,5,46,4,0,0,0,55
Archway,Balham,0,0,16,0,0,0,16
Archway,Bank / Monument,48,747,248,104,51,1,1200
Archway,Barbican,9,24,0,0,0,0,33
Archway,Barking,0,0,0,5,0,38,43
Archway,Belsize Park,0,17,3,13,36,0,69
Archway,Bermondsey,0,0,0,0,0,0,0
Archway,Bethnal Green,0,2,14,0,18,0,34
Archway,Blackfriars,0,104,39,0,0,0,144
Archway,Bond Street,0,12,26,0,0,0,37
Archway,Borough,12,13,0,35,21,0,81
Archway,Brixton,0,91,0,107,0,0,198
Archway,Bromley-by-Bow,0,2,0,0,0,0,2
Archway,Burnt Oak,0,0,0,151,0,0,151
Archway,Camden Town,13,168,398,241,11,28,859
Archway,Canada Water,6,27,0,28,36,30,128
Archway,Canary Wharf,19,137,0,1,0,0,157
Archway,Canning Town,0,0,0,0,0,22,22
Archway,Cannon Street,0,0,3,2,0,0,5
Archway,Chalk Farm,0,33,29,0,0,0,62
Archway,Chancery Lane,0,8,3,13,0,0,24
Archway,Charing Cross,3,8,45,53,0,0,108
Archway,Chiswick Park,0,0,0,0,0,0,0
Archway,Clapham Common,0,1,7,0,10,22,40
Archway,Clapham North,0,0,11,0,1,0,12
Archway,Clapham South,0,4,2,0,0,0,6
Archway,Cockfosters,0,0,12,0,0,0,12
Archway,Colindale,15,51,0,53,0,0,120
Archway,Covent Garden,0,2,0,0,0,0,2
Archway,Ealing Broadway,0,7,3,4,0,0,13
Archway,Earl's Court,0,8,1,2,0,0,11
Archway,East Acton,0,7,0,0,0,0,7
Archway,East Finchley,2,47,114,37,19,21,240
Archway,East Ham,0,0,45,0,0,0,45
Archway,East Putney,0,0,0,0,0,0,0
Archway,Edgware,0,5,77,9,16,0,108
Archway,Edgware Road (Cir),0,2,0,16,0,0,17
Archway,Elephant & Castle,3,35,54,52,47,0,190
Archway,Embankment,6,65,0,9,0,0,80
Archway,Epping,0,0,3,0,0,0,3
Archway,Euston,59,234,112,105,35,0,545
Archway,Euston Square,0,0,0,0,0,0,0
Archway,Farringdon,3,233,14,0,0,0,250
Archway,Finchley Central,40,98,18,43,53,19,270
Archway,Finchley Road,0,0,6,0,0,0,6
Archway,Finsbury Park,0,0,0,0,5,0,5
Archway,Fulham Broadway,0,37,0,1,0,0,38
Archway,Gants Hill,0,0,15,0,0,0,15
Archway,Gloucester Road,0,25,0,17,0,0,41
Archway,Golders Green,0,0,0,0,1,2,3
Archway,Goodge Street,12,231,95,0,0,0,338
Archway,Great Portland Street,0,0,0,0,0,0,0
Archway,Green Park,2,68,28,2,0,0,101
Archway,Hainault,0,0,0,0,17,0,17
Archway,Hammersmith 1,6,129,35,0,21,0,190
Archway,Hammersmith 2,0,1,0,0,0,0,1
Archway,Hampstead,0,15,25,0,4,0,44
Archway,Hanger Lane,0,3,0,0,0,0,3
Archway,Harlesden,0,0,1,0,0,0,1
Archway,Harrow-on-the-Hill,0,0,0,14,0,0,14
Archway,Heathrow Terminals 123,0,0,4,0,0,0,4
Archway,Hendon Central,0,1,0,0,0,0,1
Archway,High Barnet,0,14,63,93,3,0,172
Archway,High Street Kensington,18,28,0,0,0,0,47
Archway,Highbury & Islington,1,3,3,7,0,0,14
Archway,Highgate,0,0,55,4,23,0,83
Archway,Holborn,14,85,42,0,0,4,144
Archway,Holland Park,0,0,19,0,0,0,19
Archway,Holloway Road,0,0,0,24,0,0,24
Archway,Hounslow West,0,0,0,16,6,0,22
Archway,Hyde Park Corner,0,4,9,0,0,0,13
Archway,Kennington,0,18,26,15,0,0,59
Archway,Kensal Green,0,0,0,0,186,0,186
Archway,Kentish Town,6,115,175,134,37,5,471
Archway,Kew Gardens,0,3,0,0,0,0,3
Archway,King's Cross St. Pancras,13,164,191,110,0,0,479
Archway,Kingsbury,0,0,0,4,0,0,4
Archway,Knightsbridge,2,75,2,15,7,0,102
Archway,Ladbroke Grove,12,19,0,0,0,0,32
Archway,Lambeth North,0,18,4,0,0,0,22
Archway,Lancaster Gate,0,2,0,0,0,0,2
Archway,Leicester Square,0,46,96,64,42,0,249
Archway,Leyton,0,0,0,0,0,31,31
Archway,Leytonstone,0,0,0,11,0,0,11
Archway,Liverpool Street,1,24,59,47,0,0,131
Archway,London Bridge,36,262,76,44,0,36,455
Archway,Manor House,0,0,0,66,0,0,66
Archway,Mansion House,0,0,0,4,0,0,4
Archway,Marble Arch,0,62,11,0,0,0,73
Archway,Marylebone,0,0,0,0,0,0,0
Archway,Mile End,0,0,37,0,0,0,37
Archway,Mill Hill East,0,30,3,36,0,0,69
Archway,Moor Park,0,0,0,0,7,0,7
Archway,Moorgate,16,306,67,39,0,0,428
Archway,Morden,0,6,1,0,2,0,9
Archway,Mornington Crescent,1,89,89,2,24,24,228
Archway,North Acton,0,0,29,0,0,0,29
Archway,North Greenwich,0,11,2,20,0,0,32
Archway,North Harrow,0,0,10,0,0,0,10
Archway,Northfields,0,0,0,20,0,0,20
Archway,Northwick Park,0,0,16,9,0,0,25
Archway,Notting Hill Gate,6,20,0,0,0,0,27
Archway,Old Street,4,130,159,26,15,0,333
Archway,Oval,0,3,0,27,0,27,58
Archway,Oxford Circus,13,91,144,96,60,2,406
Archway,Paddington,1,11,6,48,3,0,70
Archway,Parsons Green,0,19,0,0,0,0,19
Archway,Piccadilly Circus,13,77,27,24,0,0,141
Archway,Pimlico,0,36,9,19,10,0,74
Archway,Preston Road,0,0,1,0,0,0,1
Archway,Putney Bridge,8,7,64,0,0,0,79
Archway,Queen's Park,0,3,22,0,0,0,25
Archway,Queensway,0,0,6,5,4,0,15
Archway,Ravenscourt Park,0,0,0,0,10,0,10
Archway,Royal Oak,0,0,0,0,0,0,0
Archway,Russell Square,9,2,0,0,0,0,10
Archway,Seven Sisters,0,1,0,15,0,0,17
Archway,Shepherd's Bush 1,32,29,30,0,0,0,91
Archway,Sloane Square,0,3,0,0,0,0,3
Archway,South Ealing,0,10,0,0,0,0,10
Archway,South Kensington,4,54,69,9,0,0,136
Archway,Southfields,0,0,2,0,0,0,2
Archway,Southgate,0,0,0,0,0,0,0
Archway,Southwark,0,4,21,0,0,0,25
Archway,St. James's Park,2,50,0,0,0,0,53
Archway,St. Paul's,3,110,0,0,12,0,125
Archway,Stamford Brook,0,0,12,0,0,0,12
Archway,Stepney Green,0,0,3,0,0,0,3
Archway,Stockwell,0,2,0,35,0,0,37
Archway,Stratford,0,0,1,0,93,0,94
Archway,Sudbury Hill,0,31,0,0,0,0,31
Archway,Temple,3,5,5,0,0,0,13
Archway,Tooting Bec,0,1,0,2,0,0,3
Archway,Tooting Broadway,0,4,0,63,3,0,70
Archway,Tottenham Court Road,6,201,239,63,22,34,566
Archway,Tottenham Hale,0,0,87,50,47,0,184
Archway,Totteridge & Whetstone,0,4,43,161,17,0,225
Archway,Tower Hill,3,62,17,12,7,1,103
Archway,Tufnell Park,0,0,0,0,1,36,37
Archway,Turnham Green,0,0,26,8,0,0,34
Archway,Turnpike Lane,0,0,0,0,0,0,0
Archway,Upton Park,0,0,0,47,0,6,54
Archway,Vauxhall,28,118,0,2,0,0,147
Archway,Victoria,9,73,31,51,5,0,170
Archway,Wanstead,0,1,0,25,0,0,26
Archway,Warren Street,13,155,202,0,0,0,370
Archway,Waterloo,31,203,162,101,33,0,530
Archway,West Acton,0,1,0,0,0,0,1
Archway,West Brompton,19,45,0,0,0,0,64
Archway,West Finchley,0,16,25,18,0,0,60
Archway,West Ham,0,0,0,0,0,1,2
Archway,West Hampstead,0,20,4,0,0,0,24
Archway,Westminster,3,18,8,0,0,0,29
Archway,White City,0,8,0,0,0,0,8
Archway,Whitechapel,0,0,0,0,0,8,8
Archway,Wimbledon,0,0,0,0,0,0,0
Archway,Wood Green,0,0,0,2,0,0,2
Archway,Woodside Park,6,14,2,19,19,0,59
Arnos Grove,Aldgate,7,30,0,0,0,0,36
Arnos Grove,Angel,0,0,0,52,2,0,53
Arnos Grove,Arsenal,0,0,56,39,0,0,95
Arnos Grove,Baker Street,15,25,0,0,0,0,40
Arnos Grove,Bank / Monument,53,205,188,92,6,0,544
Arnos Grove,Barbican,33,39,0,0,0,0,73
Arnos Grove,Barking,0,0,3,0,0,0,3
Arnos Grove,Barons Court,10,23,0,0,0,0,33
Arnos Grove,Belsize Park,1,1,31,0,0,0,33
Arnos Grove,Bond Street,0,0,39,0,0,0,39
Arnos Grove,Borough,10,58,0,0,0,0,68
Arnos Grove,Bounds Green,0,0,0,18,103,0,121
Arnos Grove,Bow Road,0,0,0,36,62,0,99
Arnos Grove,Caledonian Road,0,5,0,0,0,0,5
Arnos Grove,Camden Town,0,42,16,19,0,0,78
Arnos Grove,Canada Water,0,37,0,0,0,0,37
Arnos Grove,Canary Wharf,14,4,0,18,0,0,35
Arnos Grove,Chancery Lane,2,3,3,0,0,0,8
Arnos Grove,Cockfosters,0,7,0,2,0,0,9
Arnos Grove,Covent Garden,7,61,133,3,0,0,204
Arnos Grove,East Acton,0,13,0,0,0,0,13
Arnos Grove,East Ham,0,0,2,0,0,0,2
Arnos Grove,Edgware Road (Bak),0,38,0,0,0,0,38
Arnos Grove,Edgware Road (Cir),0,0,0,19,0,0,19
Arnos Grove,Elephant & Castle,0,0,0,18,0,0,18
Arnos Grove,Euston,0,5,39,0,30,0,74
Arnos Grove,Farringdon,16,20,0,18,0,0,55
Arnos Grove,Finchley Road,17,2,0,0,0,0,20
Arnos Grove,Finsbury Park,5,30,0,102,0,0,137
Arnos Grove,Fulham Broadway,12,59,0,0,0,0,71
Arnos Grove,Gloucester Road,6,8,25,0,0,0,38
Arnos Grove,Goodge Street,0,0,0,11,0,0,12
Arnos Grove,Great Portland Street,4,24,0,0,0,0,28
Arnos Grove,Green Park,70,113,56,0,0,1,240
Arnos Grove,Hainault,0,0,0,0,5,0,5
Arnos Grove,Hammersmith 1,0,3,0,0,0,0,3
Arnos Grove,Heathrow Terminal 5,0,0,0,43,0,0,43
Arnos Grove,High Street Kensington,0,19,2,0,0,0,21
Arnos Grove,Highbury & Islington,4,35,0,134,70,19,262
Arnos Grove,Holborn,42,286,68,0,0,0,396
Arnos Grove,Holloway Road,23,40,2,0,19,9,93
Arnos Grove,Hounslow Central,13,40,0,0,0,0,53
Arnos Grove,Hyde Park Corner,8,16,0,18,0,0,42
Arnos Grove,Kew Gardens,1,21,0,0,0,0,22
Arnos Grove,King's Cross St. Pancras,16,33,69,47,4,48,217
Arnos Grove,Knightsbridge,9,14,74,0,0,0,97
Arnos Grove,Leicester Square,9,44,113,13,0,0,179
Arnos Grove,Leyton,0,0,0,39,0,0,39
Arnos Grove,Liverpool Street,19,56,0,27,0,0,102
Arnos Grove,London Bridge,0,44,0,0,0,0,44
Arnos Grove,Manor House,5,41,19,0,19,12,96
Arnos Grove,Moorgate,23,346,41,0,0,0,410
Arnos Grove,Mornington Crescent,0,36,0,0,7,3,46
Arnos Grove,North Acton,0,0,0,22,0,0,22
Arnos Grove,North Greenwich,0,0,9,0,0,0,9
Arnos Grove,Oakwood,0,43,26,12,0,8,88
Arnos Grove,Old Street,26,65,0,0,0,0,91
Arnos Grove,Osterley,0,0,0,0,0,0,0
Arnos Grove,Oval,9,36,0,0,0,0,46
Arnos Grove,Oxford Circus,27,130,37,0,0,0,195
Arnos Grove,Paddington,0,38,0,0,0,0,38
Arnos Grove,Piccadilly Circus,4,26,24,0,67,0,122
Arnos Grove,Pimlico,0,5,11,0,0,0,16
Arnos Grove,Putney Bridge,0,0,40,0,0,0,40
Arnos Grove,Queensway,0,0,25,0,0,0,25
Arnos Grove,Ravenscourt Park,0,39,0,0,0,0,39
Arnos Grove,Rayners Lane,0,0,0,8,1,0,9
Arnos Grove,Regent's Park,0,19,8,0,0,0,27
Arnos Grove,Richmond,19,11,0,0,0,0,30
Arnos Grove,Russell Square,15,99,5,26,0,0,145
