origin,destination,early,morning,midday,afternoon,evening,night,total
Finsbury Park,Hyde Park Corner,19,37,92,1,0,0,150
Finsbury Park,Kennington,0,0,0,1,0,0,1
Finsbury Park,Kentish Town,0,0,16,0,1,0,17
Finsbury Park,Kew Gardens,9,32,30,0,0,0,71
Finsbury Park,Kilburn Park,0,8,0,0,0,0,8
Finsbury Park,King's Cross St. Pancras,9,259,174,84,114,0,640
Finsbury Park,Kingsbury,0,0,2,0,0,0,2
Finsbury Park,Knightsbridge,68,102,123,3,10,0,305
Finsbury Park,Ladbroke Grove,0,6,6,0,0,0,12
Finsbury Park,Lambeth North,0,18,15,24,0,0,57
Finsbury Park,Lancaster Gate,0,2,7,0,0,0,9
Finsbury Park,Latimer Road,0,75,139,0,0,0,214
Finsbury Park,Leicester Square,124,330,164,185,13,13,829
Finsbury Park,Liverpool Street,0,76,520,0,0,0,596
Finsbury Park,London Bridge,64,394,85,309,14,0,866
Finsbury Park,Maida Vale,0,0,37,2,0,1,39
Finsbury Park,Manor House,0,0,0,8,5,4,17
Finsbury Park,Marble Arch,15,96,2,0,0,0,113
Finsbury Park,Marylebone,0,23,5,0,0,0,29
Finsbury Park,Mile End,0,0,0,0,0,0,0
Finsbury Park,Moorgate,537,2224,198,26,0,0,2985
Finsbury Park,Morden,11,16,11,0,0,4,42
Finsbury Park,North Acton,36,18,1,0,0,0,55
Finsbury Park,North Greenwich,0,12,1,0,0,0,13
Finsbury Park,North Wembley,6,0,0,1,0,0,7
Finsbury Park,Northolt,0,3,0,4,0,0,7
Finsbury Park,Notting Hill Gate,0,30,134,52,0,0,215
Finsbury Park,Oakwood,0,0,43,2,0,2,47
Finsbury Park,Old Street,96,2055,659,36,0,0,2846
Finsbury Park,Osterley,3,21,0,30,0,0,54
Finsbury Park,Oval,0,0,1,6,0,0,7
Finsbury Park,Oxford Circus,63,1062,604,143,70,28,1970
Finsbury Park,Paddington,30,317,3,30,0,0,380
Finsbury Park,Parsons Green,0,1,0,0,0,0,1
Finsbury Park,Perivale,0,14,0,1,0,0,15
Finsbury Park,Piccadilly Circus,38,153,151,148,1,0,490
Finsbury Park,Pimlico,30,237,73,54,6,0,401
Finsbury Park,Preston Road,0,0,0,3,0,0,3
Finsbury Park,Putney Bridge,6,0,0,2,0,0,8
Finsbury Park,Queen's Park,0,0,0,0,0,0,0
Finsbury Park,Queensway,0,0,13,0,0,0,13
Finsbury Park,Ravenscourt Park,0,0,0,0,0,0,0
Finsbury Park,Rayners Lane,0,17,0,0,0,0,17
Finsbury Park,Richmond,4,0,9,7,5,0,25
Finsbury Park,Rickmansworth,0,1,0,0,0,0,1
Finsbury Park,Russell Square,5,112,133,29,4,0,282
Finsbury Park,Seven Sisters,155,462,212,469,195,545,2039
Finsbury Park,Shepherd's Bush 1,5,48,29,41,2,0,124
Finsbury Park,Sloane Square,0,38,18,0,0,16,73
Finsbury Park,South Ealing,18,29,6,0,0,0,52
Finsbury Park,South Harrow,0,0,0,25,0,0,25
Finsbury Park,South Kensington,33,369,72,50,7,0,531
Finsbury Park,South Wimbledon,14,68,0,0,0,0,82
Finsbury Park,Southgate,0,55,197,197,51,1,501
Finsbury Park,Southwark,54,230,23,234,0,0,541
Finsbury Park,St. James's Park,53,162,55,0,0,0,270
Finsbury Park,St. John's Wood,0,0,0,0,0,0,0
Finsbury Park,St. Paul's,4,5,2,47,0,0,59
Finsbury Park,Stamford Brook,0,1,0,0,0,0,1
Finsbury Park,Stockwell,0,62,54,8,175,0,299
Finsbury Park,Stonebridge Park,0,0,0,0,0,0,0
Finsbury Park,Stratford,0,11,89,341,10,0,451
Finsbury Park,Sudbury Hill,0,0,21,0,0,0,21
Finsbury Park,Sudbury Town,0,0,2,0,0,0,2
Finsbury Park,Swiss Cottage,0,12,33,0,0,0,45
Finsbury Park,Tooting Bec,0,36,0,0,0,0,36
Finsbury Park,Tooting Broadway,0,28,1,20,0,0,48
Finsbury Park,Tottenham Court Road,0,13,13,90,1,0,119
Finsbury Park,Tottenham Hale,25,130,508,165,309,12,1149
Finsbury Park,Turnham Green,35,0,0,0,4,0,40
Finsbury Park,Turnpike Lane,34,56,59,77,28,22,277
Finsbury Park,Upton Park,0,0,0,1,0,0,1
Finsbury Park,Uxbridge,0,37,0,0,0,0,37
Finsbury Park,Vauxhall,66,330,229,274,6,174,1079
Finsbury Park,Victoria,181,987,229,75,152,8,1632
Finsbury Park,Walthamstow Central,0,60,106,397,119,10,692
Finsbury Park,Warren Street,99,728,343,297,262,5,1733
Finsbury Park,Warwick Avenue,0,13,1,0,0,0,14
Finsbury Park,Waterloo,44,142,34,62,1,5,288
Finsbury Park,Wembley Park,0,1,25,0,0,0,26
Finsbury Park,West Brompton,2,13,0,0,0,0,15
Finsbury Park,West Kensington,0,6,0,0,0,0,6
Finsbury Park,Westminster,12,83,63,18,0,0,176
Finsbury Park,White City,0,72,52,0,31,0,155
Finsbury Park,Willesden Green,0,0,0,3,12,0,15
Finsbury Park,Wimbledon,0,0,0,1,0,0,1
Finsbury Park,Wood Green,0,81,126,0,78,0,286
Finsbury Park,Wood Lane,0,0,56,0,0,0,56
Finsbury Park,Woodside Park,0,0,0,0,0,0,0
Fulham Broadway,Acton Town,0,0,0,0,33,34,67
Fulham Broadway,Aldgate East,0,23,0,143,0,0,166
Fulham Broadway,Amersham,0,0,0,0,0,0,0
Fulham Broadway,Angel,0,44,13,0,0,0,57
Fulham Broadway,Archway,0,3,0,0,0,0,3
Fulham Broadway,Arnos Grove,0,0,0,0,0,49,49
Fulham Broadway,Baker Street,4,62,68,0,0,0,134
Fulham Broadway,Bank / Monument,31,270,129,0,0,0,430
Fulham Broadway,Barbican,0,4,0,0,4,0,8
Fulham Broadway,Barking,0,0,0,8,0,0,8
Fulham Broadway,Barons Court,0,18,0,0,0,0,18
Fulham Broadway,Belsize Park,0,0,0,13,0,0,13
Fulham Broadway,Bermondsey,0,0,0,0,0,25,25
Fulham Broadway,Blackfriars,16,315,15,2,0,0,348
Fulham Broadway,Blackhorse Road,0,0,20,0,0,0,20
Fulham Broadway,Bond Street,0,8,0,0,0,0,8
Fulham Broadway,Boston Manor,0,4,2,7,0,0,13
Fulham Broadway,Bow Road,0,0,0,30,0,0,30
Fulham Broadway,Brixton,0,0,82,24,0,0,106
Fulham Broadway,Camden Town,1,19,18,0,0,0,38
Fulham Broadway,Canada Water,14,0,59,105,38,0,216
Fulham Broadway,Canary Wharf,41,262,53,0,0,0,355
Fulham Broadway,Canning Town,0,12,0,0,1,0,12
Fulham Broadway,Cannon Street,2,80,0,0,0,0,82
Fulham Broadway,Chancery Lane,0,15,0,59,0,0,75
Fulham Broadway,Clapham North,0,0,0,0,2,0,2
Fulham Broadway,Cockfosters,0,0,0,30,0,0,30
Fulham Broadway,Covent Garden,3,10,150,0,0,0,163
Fulham Broadway,Ealing Broadway,0,4,14,23,4,7,52
Fulham Broadway,Ealing Common,0,0,0,18,0,0,18
Fulham Broadway,Earl's Court,0,0,29,53,2,48,133
Fulham Broadway,East Finchley,3,1,0,0,0,0,4
Fulham Broadway,East Ham,0,0,31,0,0,0,31
Fulham Broadway,East Putney,0,0,0,119,115,0,234
Fulham Broadway,Eastcote,0,0,0,11,0,0,11
Fulham Broadway,Edgware,0,3,0,0,0,0,3
Fulham Broadway,Edgware Road (Cir),0,28,170,0,0,0,198
Fulham Broadway,Elephant & Castle,0,3,96,0,0,0,100
Fulham Broadway,Embankment,3,63,129,37,51,0,283
Fulham Broadway,Euston,4,3,155,80,0,0,242
Fulham Broadway,Fairlop,0,0,0,0,29,0,29
Fulham Broadway,Farringdon,2,4,7,0,0,0,13
Fulham Broadway,Finsbury Park,0,0,0,43,0,0,43
Fulham Broadway,Gloucester Road,0,16,78,0,0,0,94
Fulham Broadway,Goldhawk Road,0,0,10,0,0,0,10
Fulham Broadway,Goodge Street,0,3,6,0,0,0,8
Fulham Broadway,Great Portland Street,0,0,17,0,0,0,17
Fulham Broadway,Green Park,7,107,140,3,13,0,271
Fulham Broadway,Greenford,0,0,22,0,0,0,22
Fulham Broadway,Gunnersbury,0,0,0,98,0,0,98
Fulham Broadway,Hammersmith 1,0,0,110,0,9,41,159
Fulham Broadway,Hampstead,0,0,0,3,14,14,31
Fulham Broadway,Harlesden,0,0,89,0,0,0,89
Fulham Broadway,Harrow & Wealdstone,0,2,0,0,0,0,2
Fulham Broadway,Heathrow Terminal 5,0,7,0,0,0,0,7
Fulham Broadway,Heathrow Terminals 123,0,0,0,0,0,0,0
Fulham Broadway,High Barnet,0,8,0,0,0,0,8
Fulham Broadway,High Street Kensington,0,23,106,0,0,19,148
Fulham Broadway,Highbury & Islington,0,12,26,0,0,0,38
Fulham Broadway,Highgate,0,0,73,0,0,0,73
Fulham Broadway,Holborn,4,80,40,0,0,0,124
Fulham Broadway,Holland Park,1,22,84,0,5,2,113
Fulham Broadway,Holloway Road,0,0,0,41,0,0,41
Fulham Broadway,Hounslow East,0,7,0,0,0,0,7
Fulham Broadway,Hounslow West,0,0,288,0,0,0,288
Fulham Broadway,Hyde Park Corner,0,4,0,0,0,0,4
Fulham Broadway,Kennington,0,8,0,0,0,0,8
Fulham Broadway,Kensal Green,0,0,0,13,0,0,13
Fulham Broadway,Kensington (Olympia),0,0,0,0,80,0,80
Fulham Broadway,Kentish Town,0,0,0,0,2,15,17
Fulham Broadway,Kew Gardens,0,0,49,41,0,0,89
Fulham Broadway,Kilburn,0,17,0,30,0,0,47
Fulham Broadway,King's Cross St. Pancras,9,29,0,5,0,0,43
Fulham Broadway,Knightsbridge,0,10,0,0,0,0,10
Fulham Broadway,Lambeth North,1,11,0,0,0,0,12
Fulham Broadway,Latimer Road,0,15,0,0,0,0,15
Fulham Broadway,Leicester Square,4,47,0,8,74,0,134
Fulham Broadway,Leytonstone,0,0,0,16,0,0,16
Fulham Broadway,Liverpool Street,1,27,62,15,0,0,105
Fulham Broadway,London Bridge,0,0,86,0,40,0,126
Fulham Broadway,Manor House,0,0,0,0,0,21,21
Fulham Broadway,Mansion House,20,231,0,0,0,0,251
Fulham Broadway,Marble Arch,0,1,0,0,0,0,1
Fulham Broadway,Marylebone,0,0,14,0,0,0,14
Fulham Broadway,Mile End,0,0,34,0,0,12,46
Fulham Broadway,Moorgate,0,21,0,0,0,0,21
Fulham Broadway,Mornington Crescent,0,0,42,0,0,0,42
Fulham Broadway,North Ealing,1,10,0,1,0,0,12
Fulham Broadway,North Greenwich,14,31,0,66,0,0,111
Fulham Broadway,North Wembley,0,0,0,100,0,0,100
Fulham Broadway,Northfields,0,0,0,6,0,46,51
Fulham Broadway,Notting Hill Gate,0,2,44,22,39,32,139
Fulham Broadway,Old Street,7,25,0,0,0,0,33
Fulham Broadway,Osterley,0,0,0,24,0,0,24
Fulham Broadway,Oval,0,0,194,0,0,0,194
Fulham Broadway,Oxford Circus,6,123,242,70,0,0,442
Fulham Broadway,Paddington,5,51,111,33,244,0,444
Fulham Broadway,Park Royal,0,8,0,0,0,0,8
Fulham Broadway,Parsons Green,0,0,0,17,30,0,47
Fulham Broadway,Piccadilly Circus,0,74,6,46,0,0,126
Fulham Broadway,Pimlico,0,0,4,0,0,0,4
Fulham Broadway,Putney Bridge,0,0,101,0,0,104,205
Fulham Broadway,Queen's Park,0,0,0,2,0,0,2
Fulham Broadway,Ravenscourt Park,0,5,0,0,4,9,19
Fulham Broadway,Rayners Lane,0,0,0,1,0,0,1
Fulham Broadway,Russell Square,2,12,45,0,0,0,59
Fulham Broadway,Seven Sisters,0,8,129,0,0,0,137
Fulham Broadway,Shepherd's Bush 1,0,0,26,0,0,0,26
Fulham Broadway,Sloane Square,0,0,105,0,0,0,105
Fulham Broadway,South Ealing,0,5,0,17,0,0,22
Fulham Broadway,South Harrow,7,10,0,0,26,0,44
Fulham Broadway,South Kensington,0,90,0,0,4,29,123
Fulham Broadway,Southfields,0,181,87,279,114,241,902
Fulham Broadway,Southwark,0,15,0,0,0,0,15
Fulham Broadway,St. James's Park,1,66,10,0,0,0,77
Fulham Broadway,St. Paul's,0,0,61,0,0,0,61
Fulham Broadway,Stamford Brook,0,7,24,0,17,0,49
Fulham Broadway,Stepney Green,0,0,0,4,54,0,58
Fulham Broadway,Stockwell,0,0,37,0,4,15,56
Fulham Broadway,Stonebridge Park,0,1,0,0,0,0,1
Fulham Broadway,Stratford,0,0,0,10,0,0,10
Fulham Broadway,Swiss Cottage,0,12,32,0,0,0,44
Fulham Broadway,Temple,0,228,13,0,11,34,285
Fulham Broadway,Tooting Bec,0,0,0,0,9,1,10
Fulham Broadway,Tooting Broadway,0,0,0,65,0,0,65
Fulham Broadway,Tottenham Court Road,0,9,110,11,0,0,130
Fulham Broadway,Tower Hill,0,44,249,104,4,0,400
Fulham Broadway,Turnham Green,0,0,0,27,0,28,55
Fulham Broadway,Turnpike Lane,0,0,0,20,0,0,20
Fulham Broadway,Victoria,1,23,236,127,34,23,444
Fulham Broadway,Walthamstow Central,0,0,0,181,0,0,181
Fulham Broadway,Wanstead,0,0,0,0,8,0,8
Fulham Broadway,Warren Street,0,16,0,0,0,0,16
Fulham Broadway,Warwick Avenue,0,0,2,0,0,0,2
Fulham Broadway,Waterloo,5,2,14,8,36,9,73
Fulham Broadway,West Brompton,3,161,15,131,0,0,310
Fulham Broadway,West Hampstead,0,0,0,42,0,0,42
Fulham Broadway,West Harrow,0,0,0,0,51,42,93
Fulham Broadway,West Kensington,0,20,0,0,0,0,20
Fulham Broadway,West Ruislip,0,0,0,0,19,0,19
Fulham Broadway,Westbourne Park,0,0,0,0,23,0,23
Fulham Broadway,Westminster,2,103,8,0,17,16,145
Fulham Broadway,White City,0,26,0,0,0,0,26
Fulham Broadway,Whitechapel,0,32,0,128,0,0,160
Fulham Broadway,Wimbledon,57,256,0,1498,289,153,2252
Fulham Broadway,Wimbledon Park,0,0,0,0,31,0,31
Fulham Broadway,Wood Lane,0,0,58,0,0,0,58
Fulham Broadway,Woodside Park,0,0,0,19,0,0,19
Gants Hill,Acton Town,0,0,4,0,0,0,4
Gants Hill,Aldgate,0,2,0,0,0,0,2
Gants Hill,Aldgate East,6,70,0,0,0,0,76
Gants Hill,Angel,12,16,10,1,0,0,40
Gants Hill,Baker Street,0,10,0,0,0,0,10
Gants Hill,Bank / Monument,56,503,21,162,14,0,756
Gants Hill,Barbican,0,24,38,0,0,0,62
Gants Hill,Barking,0,0,0,40,0,0,40
Gants Hill,Barkingside,0,5,0,0,0,0,5
Gants Hill,Belsize Park,0,0,4,0,0,0,4
Gants Hill,Bermondsey,0,0,20,0,0,0,20
Gants Hill,Bethnal Green,0,16,57,2,5,2,82
Gants Hill,Blackfriars,0,13,0,0,0,0,13
Gants Hill,Bond Street,14,175,22,26,24,1,260
Gants Hill,Borough,0,6,0,0,0,0,6
Gants Hill,Brent Cross,0,0,0,0,0,5,5
Gants Hill,Caledonian Road,0,32,0,0,0,0,32
Gants Hill,Camden Town,4,5,0,0,0,0,9
Gants Hill,Canada Water,27,9,0,8,0,0,45
Gants Hill,Canary Wharf,43,215,11,0,0,0,270
Gants Hill,Canning Town,0,9,0,39,7,0,55
Gants Hill,Chancery Lane,38,170,30,36,19,0,293
Gants Hill,Charing Cross,0,29,3,0,0,0,32
Gants Hill,Chiswick Park,0,60,0,0,0,0,60
Gants Hill,Clapham North,51,54,0,0,0,0,105
Gants Hill,Covent Garden,0,0,14,0,0,0,14
Gants Hill,Dagenham East,0,0,0,0,0,7,7
Gants Hill,Ealing Broadway,0,2,0,0,0,0,2
Gants Hill,Earl's Court,8,0,0,0,0,0,8
Gants Hill,East Acton,0,2,0,0,0,0,2
Gants Hill,East Finchley,2,0,0,0,0,0,2
Gants Hill,East Ham,4,4,0,0,13,0,21
Gants Hill,East Putney,66,55,0,0,0,0,121
Gants Hill,Edgware Road (Cir),0,23,0,0,15,0,38
Gants Hill,Elephant & Castle,0,10,0,15,0,0,25
Gants Hill,Embankment,6,30,0,36,0,0,72
Gants Hill,Epping,0,0,44,2,0,0,45
Gants Hill,Euston,0,1,0,0,0,0,1
Gants Hill,Euston Square,1,19,0,0,0,0,20
Gants Hill,Fairlop,0,0,0,0,73,0,73
Gants Hill,Farringdon,25,21,37,0,0,0,84
Gants Hill,Finchley Road,0,13,0,0,0,0,13
Gants Hill,Finsbury Park,0,0,0,0,0,0,0
Gants Hill,Fulham Broadway,0,0,41,0,0,0,41
Gants Hill,Gloucester Road,0,0,20,0,0,0,20
Gants Hill,Golders Green,0,0,1,0,0,0,1
Gants Hill,Goodge Street,6,24,0,0,0,0,30
Gants Hill,Great Portland Street,5,14,0,0,0,0,19
Gants Hill,Green Park,61,92,3,0,0,0,155
Gants Hill,Gunnersbury,0,2,0,0,0,0,2
Gants Hill,Hainault,0,0,50,34,0,0,84
Gants Hill,Hammersmith 1,17,7,0,0,0,0,25
Gants Hill,Highbury & Islington,7,9,0,0,0,0,16
Gants Hill,Holborn,38,182,5,19,1,0,245
Gants Hill,Holloway Road,0,0,1,0,0,0,1
Gants Hill,Kentish Town,0,0,102,0,0,0,102
Gants Hill,Knightsbridge,7,7,46,0,0,0,60
Gants Hill,Ladbroke Grove,0,2,0,0,0,0,2
Gants Hill,Lambeth North,0,0,0,5,0,0,5
Gants Hill,Lancaster Gate,1,7,0,0,0,0,8
Gants Hill,Leicester Square,0,9,0,0,0,0,9
Gants Hill,Leyton,14,132,107,173,81,2,510
Gants Hill,Leytonstone,6,150,204,0,79,34,473
Gants Hill,Liverpool Street,38,385,89,2,2,1,518
Gants Hill,London Bridge,56,45,47,0,0,0,148
Gants Hill,Loughton,0,0,0,8,0,0,8
Gants Hill,Mansion House,0,0,18,0,0,0,18
Gants Hill,Marble Arch,60,109,0,0,13,0,182
Gants Hill,Marylebone,6,3,11,0,0,0,21
Gants Hill,Mile End,2,43,7,109,0,0,161
Gants Hill,Mornington Crescent,0,2,0,0,0,0,2
Gants Hill,Newbury Park,0,0,103,34,0,31,168
Gants Hill,North Acton,31,34,0,0,0,0,64
Gants Hill,North Greenwich,73,26,4,0,7,0,109
Gants Hill,Northolt,0,0,5,0,0,0,5
Gants Hill,Northwick Park,0,0,0,14,0,0,14
Gants Hill,Northwood,0,14,0,0,0,0,14
Gants Hill,Notting Hill Gate,0,4,9,18,0,0,31
Gants Hill,Old Street,7,45,8,0,10,0,70
Gants Hill,Oxford Circus,20,125,85,0,0,0,231
Gants Hill,Paddington,19,24,0,0,0,0,43
Gants Hill,Piccadilly Circus,25,109,17,0,0,0,151
Gants Hill,Pimlico,17,35,14,0,0,0,65
Gants Hill,Plaistow,0,0,8,0,0,0,8
Gants Hill,Putney Bridge,0,10,0,7,0,0,17
Gants Hill,Queensbury,0,21,0,0,0,0,21
Gants Hill,Queensway,0,1,0,0,0,0,1
Gants Hill,Redbridge,0,0,203,0,0,64,267
Gants Hill,Regent's Park,8,24,0,0,0,0,32
Gants Hill,Richmond,10,4,2,0,0,0,17
Gants Hill,Russell Square,0,1,16,0,0,0,17
Gants Hill,Shepherd's Bush 1,0,0,51,0,23,0,74
Gants Hill,Snaresbrook,0,0,0,44,0,0,44
Gants Hill,South Kensington,9,19,0,0,0,0,28
Gants Hill,South Woodford,0,3,0,0,0,0,3
Gants Hill,St. James's Park,4,48,0,0,0,0,52
Gants Hill,St. Paul's,78,297,3,0,0,0,378
Gants Hill,Stepney Green,11,34,0,0,0,0,45
Gants Hill,Stockwell,15,19,0,0,0,0,34
Gants Hill,Stratford,320,875,391,256,89,0,1931
Gants Hill,Temple,1,3,0,12,0,0,16
Gants Hill,Theydon Bois,0,0,0,0,5,0,5
Gants Hill,Tooting Broadway,0,66,0,8,6,0,81
Gants Hill,Tottenham Court Road,31,92,40,5,2,1,172
Gants Hill,Tower Hill,16,24,0,0,0,0,40
Gants Hill,Turnpike Lane,0,16,0,0,0,0,16
Gants Hill,Victoria,88,146,23,22,0,0,279
Gants Hill,Wanstead,0,0,93,13,10,0,116
Gants Hill,Warren Street,0,15,0,0,0,0,15
Gants Hill,Waterloo,30,24,55,78,0,0,186
Gants Hill,Wembley Park,74,54,32,0,0,0,160
Gants Hill,West Kensington,0,1,0,0,0,0,1
Gants Hill,Westbourne Park,0,1,0,0,0,0,1
Gants Hill,Westminster,4,76,60,0,0,0,141
Gants Hill,White City,2,11,0,0,0,0,13
Gants Hill,Whitechapel,6,116,73,0,0,0,195
Gants Hill,Wimbledon,0,0,0,0,0,0,0
Gants Hill,Wood Green,0,47,0,0,4,0,51
Gants Hill,Woodford,0,0,95,1,2,0,97
Gloucester Road,Acton Town,1,8,20,61,0,0,90
Gloucester Road,Aldgate East,0,0,11,71,0,60,141
Gloucester Road,Amersham,0,0,0,0,0,0,0
Gloucester Road,Angel,0,23,45,29,0,0,97
Gloucester Road,Archway,0,0,0,18,0,0,18
Gloucester Road,Arnos Grove,0,0,30,67,29,0,126
Gloucester Road,Arsenal,0,0,2,0,62,0,64
Gloucester Road,Baker Street,0,34,93,32,0,0,159
Gloucester Road,Balham,0,0,0,4,0,0,4
Gloucester Road,Bank / Monument,5,459,245,0,37,0,746
Gloucester Road,Barbican,0,16,0,0,0,0,16
Gloucester Road,Barking,0,12,0,0,0,0,12
Gloucester Road,Barons Court,1,25,41,71,24,0,161
Gloucester Road,Bayswater,0,9,0,0,0,39,48
Gloucester Road,Becontree,0,0,23,72,8,0,103
Gloucester Road,Belsize Park,0,0,0,56,0,0,56
Gloucester Road,Bermondsey,0,0,0,21,18,0,39
Gloucester Road,Bethnal Green,0,0,0,0,10,0,10
Gloucester Road,Blackfriars,0,249,108,55,0,0,413
Gloucester Road,Blackhorse Road,0,0,0,44,0,0,44
Gloucester Road,Bond Street,0,44,104,45,0,0,193
Gloucester Road,Boston Manor,0,15,65,1,0,0,81
Gloucester Road,Bounds Green,0,0,0,23,0,0,23
Gloucester Road,Brixton,0,12,64,67,50,0,194
Gloucester Road,Bromley-by-Bow,0,0,0,0,136,0,136
Gloucester Road,Caledonian Road,0,0,0,10,0,0,10
Gloucester Road,Camden Town,0,0,86,0,0,31,117
Gloucester Road,Canada Water,0,8,33,0,0,39,80
Gloucester Road,Canary Wharf,60,267,114,38,26,24,529
Gloucester Road,Canning Town,0,19,151,88,0,0,258
Gloucester Road,Cannon Street,34,171,48,46,0,0,298
Gloucester Road,Chalk Farm,0,0,0,37,0,0,37
Gloucester Road,Chancery Lane,0,15,42,0,0,0,57
Gloucester Road,Charing Cross,0,0,0,24,0,0,24
Gloucester Road,Chiswick Park,0,0,7,0,20,0,27
Gloucester Road,Clapham Common,0,0,0,30,0,0,30
Gloucester Road,Clapham South,0,0,0,77,0,0,77
Gloucester Road,Cockfosters,0,0,0,5,0,0,5
Gloucester Road,Colindale,0,13,0,0,0,0,13
Gloucester Road,Colliers Wood,0,0,0,0,0,0,0
Gloucester Road,Covent Garden,1,48,130,110,92,0,381
Gloucester Road,Dagenham Heathway,0,0,0,6,0,0,6
Gloucester Road,Debden,0,0,0,12,0,0,12
Gloucester Road,Ealing Broadway,0,4,29,3,0,0,36
Gloucester Road,Ealing Common,0,0,0,0,35,0,35
Gloucester Road,Earl's Court,2,34,143,71,0,0,250
Gloucester Road,East Acton,0,0,0,0,29,0,29
Gloucester Road,East Finchley,0,0,0,18,0,0,18
Gloucester Road,East Ham,0,1,25,69,38,0,133
Gloucester Road,East Putney,0,0,46,7,0,0,53
Gloucester Road,Eastcote,0,0,5,0,0,0,5
Gloucester Road,Edgware Road (Bak),0,0,2,0,0,0,2
Gloucester Road,Edgware Road (Cir),5,38,93,48,0,0,184
Gloucester Road,Elephant & Castle,0,0,0,0,21,0,21
Gloucester Road,Elm Park,0,0,4,10,0,0,14
Gloucester Road,Embankment,6,77,138,143,59,36,458
Gloucester Road,Epping,0,0,0,0,11,0,11
Gloucester Road,Euston,0,36,0,64,27,0,127
Gloucester Road,Euston Square,0,14,0,0,0,0,14
Gloucester Road,Fairlop,0,0,0,0,4,0,4
Gloucester Road,Farringdon,1,12,0,0,0,0,13
Gloucester Road,Finchley Central,0,0,0,32,0,0,32
Gloucester Road,Finchley Road,0,3,0,0,0,0,3
Gloucester Road,Finsbury Park,0,13,21,32,40,0,106
Gloucester Road,Fulham Broadway,0,73,101,64,0,81,319
Gloucester Road,Gants Hill,0,0,0,0,43,0,43
Gloucester Road,Goodge Street,0,9,22,0,0,0,31
Gloucester Road,Green Park,13,208,182,89,34,0,526
Gloucester Road,Greenford,0,0,0,33,0,0,33
Gloucester Road,Gunnersbury,2,2,0,12,0,0,16
Gloucester Road,Hammersmith 1,3,139,185,217,152,0,697
Gloucester Road,Harrow-on-the-Hill,0,1,0,0,0,0,1
Gloucester Road,Hatton Cross,0,8,0,0,0,0,8
Gloucester Road,Heathrow Terminal 4,44,21,0,0,0,0,65
Gloucester Road,Heathrow Terminal 5,0,47,76,152,65,0,339
Gloucester Road,Heathrow Terminals 123,0,0,0,0,0,0,0
Gloucester Road,High Street Kensington,2,49,150,0,0,0,200
Gloucester Road,Highbury & Islington,0,0,0,0,16,0,16
Gloucester Road,Highgate,0,0,0,1,0,0,1
Gloucester Road,Holborn,6,107,155,0,0,0,268
Gloucester Road,Holloway Road,0,15,38,51,0,0,104
Gloucester Road,Hounslow Central,0,0,1,0,0,0,1
Gloucester Road,Hounslow East,0,0,0,49,0,0,49
Gloucester Road,Hounslow West,0,0,0,1,0,0,1
Gloucester Road,Hyde Park Corner,0,24,0,3,0,0,27
Gloucester Road,Ickenham,0,0,0,31,0,0,31
Gloucester Road,Kentish Town,0,0,0,14,0,0,14
Gloucester Road,Kenton,0,0,7,0,0,0,7
Gloucester Road,Kew Gardens,0,113,50,0,15,54,233
Gloucester Road,Kilburn,0,0,12,0,0,0,12
Gloucester Road,King's Cross St. Pancras,8,67,130,290,51,0,546
Gloucester Road,Knightsbridge,0,68,220,100,0,0,388
Gloucester Road,Lambeth North,0,0,14,0,0,0,14
Gloucester Road,Leicester Square,3,40,133,162,131,0,470
Gloucester Road,Leyton,1,1,0,110,0,0,112
Gloucester Road,Liverpool Street,7,145,136,142,0,0,430
Gloucester Road,London Bridge,5,73,137,86,39,0,340
Gloucester Road,Maida Vale,0,4,0,0,0,0,4
Gloucester Road,Manor House,1,9,0,105,53,0,168
Gloucester Road,Mansion House,33,274,108,30,0,0,445
Gloucester Road,Marylebone,0,19,26,0,0,0,44
Gloucester Road,Mile End,0,0,0,21,0,0,21
Gloucester Road,Moorgate,2,49,0,0,0,0,51
Gloucester Road,Mornington Crescent,0,3,0,0,0,0,4
Gloucester Road,North Acton,0,0,45,0,1,0,46
Gloucester Road,North Ealing,0,0,4,0,3,0,7
Gloucester Road,North Greenwich,0,0,0,51,19,30,100
Gloucester Road,Northfields,0,0,2,2,0,0,4
Gloucester Road,Northwood Hills,0,0,0,10,0,0,10
Gloucester Road,Notting Hill Gate,0,34,107,60,42,21,265
Gloucester Road,Oakwood,0,0,7,6,0,0,13
Gloucester Road,Old Street,0,0,0,115,6,0,120
Gloucester Road,Osterley,0,0,0,26,1,0,27
Gloucester Road,Oval,0,0,5,0,0,0,5
Gloucester Road,Oxford Circus,0,93,231,93,0,0,417
Gloucester Road,Paddington,16,78,113,73,55,161,495
Gloucester Road,Park Royal,0,0,0,0,0,0,0
Gloucester Road,Parsons Green,0,0,0,7,0,35,41
Gloucester Road,Piccadilly Circus,8,148,248,215,170,113,902
Gloucester Road,Pimlico,0,18,64,0,1,8,91
Gloucester Road,Plaistow,0,0,0,15,0,0,15
Gloucester Road,Putney Bridge,0,0,30,36,0,0,66
Gloucester Road,Queen's Park,0,0,0,0,0,0,0
Gloucester Road,Ravenscourt Park,4,60,41,33,34,72,244
Gloucester Road,Rayners Lane,0,0,0,11,0,0,11
Gloucester Road,Regent's Park,1,13,0,0,0,0,14
